,uniq_id,product_name_FK,retail_price_FK,discounted_price_at_FK,product_name_AMZ,retail_price_AMZ,discounted_price_at_AMZ
3805,faec32f8cffdb773a391c5d057f46e14,Allure Auto CM 332 Car Mat Hyundai Santro Xing,2800,920,Allure Auto CM 332 Car Mat Hyundai Santro Xing,2789,1161
3806,bc89e77226cdb816798ae8f48342ee98,Allure Auto CM 523 Car Mat Nissan Teana,2800,920,Allure Auto CM 523 Car Mat Nissan Teana,2795,1186
3807,31749201ddcba2025f2b1fca46a81aec,Ratash.Com LA_0126_2 Showpiece  -  8 cm,1107,498,Ratash.Com LA_0126_2 Showpiece  -  8 cm,1106,575
3808,6bf80765d515eae13856703240a7ee80,"Voylla Metal, Alloy Necklace",379,188,"Voylla Metal, Alloy Necklace",375,229
3811,ec32fa050f4d82a39af3411714f7989d,Zakaah Jewels Sterling Silver Plated Stone Necklace,999,499,Zakaah Jewels Sterling Silver Plated Stone Necklace,980,552
3813,b44732a6193db2cdc1f90099dea01f16,Zakaah Jewels Sterling Silver Plated Stone Necklace,999,499,Zakaah Jewels Sterling Silver Plated Stone Necklace,985,616
3814,4b3d7518cc240bb346e3259d380f1e90,Tiedribbons Gifts For My Happy Mom Tile Showpiece  -  28 cm,1599,699,Tiedribbons Gifts For My Happy Mom Tile Showpiece  -  28 cm,1579,819
3816,ae5335d4d1b65a5faacbd66014542e10,Zaisch Mother of Pearl Necklace,684,349,Zaisch Mother of Pearl Necklace,682,447
3819,d09d8da23a00481ddb98225571ac9f53,"Krg Enterprises Cow Calf Statue,Handicrafts, Gifts, Showpiece  -  4 cm",1799,999,"Krg Enterprises Cow Calf Statue,Handicrafts, Gifts, Showpiece  -  4 cm",1794,1202
3822,eb8b5468dee9ff50c62d009a5e7fabd2,Voylla Artifictial Beaded Textured Pearl Yellow Gold Plated Alloy Necklace,629,399,Voylla Artifictial Beaded Textured Pearl Yellow Gold Plated Alloy Necklace,618,463
3824,07d1cd43c11bea363fb30cf6e458e296,URY Silk Dori Necklace,999,250,URY Silk Dori Necklace,997,316
3826,9baf04e179321b0421a78c2a81338ca2,Vastradi Orange & Goldend Beads Brass Necklace,2245,449,Vastradi Orange & Goldend Beads Brass Necklace,2226,583
3829,a83afe1fdb728c40cd8ff2dbc82189d9,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",580,230,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",574,256
3831,8ffc836fd14d41cbdf6d52b1775c3ae8,Veinice Alloy Necklace,999,375,Veinice Alloy Necklace,987,429
3832,437dd7935835ac2a72c2dfaada75b3ab,Allure Auto CM 706 Car Mat Volkswagen Jetta,2450,920,Allure Auto CM 706 Car Mat Volkswagen Jetta,2447,1065
3834,89e042ca602ba1f08a0d0e19007ade66,"UpTown Metal, Alloy Necklace",825,320,"UpTown Metal, Alloy Necklace",806,362
3835,97adf6eeb21e9771866303c8432354e5,Voylla Alloy Necklace,499,279,Voylla Alloy Necklace,489,317
3836,92a1d49f9867594a9f0d1b2be332260f,Voylla Artifictial Beaded Plain Pearl Alloy Necklace,679,446,Voylla Artifictial Beaded Plain Pearl Alloy Necklace,673,535
3838,524a0b870af2e129816e60a12cb3a7e4,Urthn Alloy Necklace,599,299,Urthn Alloy Necklace,584,371
3839,1a4d695659037ee7ed77148a688f4fc4,"UpTown Black Silver Plated Metal, Alloy Necklace",1000,499,"UpTown Black Silver Plated Metal, Alloy Necklace",987,592
3840,d02302ba72d573f1e21edd49dda05566,Zaicus Vintage Statement Collares Alloy Necklace,699,349,Zaicus Vintage Statement Collares Alloy Necklace,688,394
3843,d682009c191e4886a53d967878301b45,Dexas Blade - Red Color Rocker Pizza Cutter,1495,749,Dexas Blade - Red Color Rocker Pizza Cutter,1490,965
3847,3d6cd165d211f68136836d90a9be8739,Allure Auto CM 334 Car Mat Hyundai Sonata Embera,2800,920,Allure Auto CM 334 Car Mat Hyundai Sonata Embera,2794,1051
3848,e25edf617044b9bf828fb654e9cf2216,VR Designers Glass Necklace,400,140,VR Designers Glass Necklace,399,175
3850,e950c182240f6be0aad779271a549fd8,Aaradhi Stone Necklace,2500,999,Aaradhi Stone Necklace,2491,1177
3852,30dd0d8c5fb8243606debd9883c4c807,Tiedribbons Meri Maa Gift For Mom Tile Showpiece  -  28 cm,1599,699,Tiedribbons Meri Maa Gift For Mom Tile Showpiece  -  28 cm,1589,846
3854,ff5c9ee03f578fc956c4aef901e08a9d,YugshaJewels Brass Necklace,1099,399,YugshaJewels Brass Necklace,1095,490
3862,c517e314ed93ff75e4a0f9616b8d1c39,UpTown Fabric Necklace,735,380,UpTown Fabric Necklace,724,494
3867,31cec925de0c6ae46f6fe8469b620fca,Voylla Crystal Silver Plated Alloy Necklace,349,199,Voylla Crystal Silver Plated Alloy Necklace,348,250
3869,4f27d59b64aa90f460a8f98db237c094,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",499,245,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",490,283
3870,9a1f75cb79f1a12a854bae59d141571e,Allure Auto CM 518 Car Mat Maruti Zen Estilo,2800,920,Allure Auto CM 518 Car Mat Maruti Zen Estilo,2796,1156
3872,bffea7cd869aee7ccb8253e4cd7a899b,Krg Enterprises Traditional Chirag Showpiece  -  7 cm,1499,899,Krg Enterprises Traditional Chirag Showpiece  -  7 cm,1488,1026
3874,71db486e8a0aeaaaacf69f906fefb85f,Zakaah Jewels Amazing Quartz Sterling Silver Plated Stone Necklace,999,499,Zakaah Jewels Amazing Quartz Sterling Silver Plated Stone Necklace,981,574
3875,0c673b7d0d5a23cf4a49178abfb07d1b,"VR Designers Plastic, Copper Necklace",800,250,"VR Designers Plastic, Copper Necklace",783,325
3877,451c7f55977b311bb752f44055750b92,Voylla Artifictial Beaded Plain Yellow Gold Plated Alloy Necklace,769,414,Voylla Artifictial Beaded Plain Yellow Gold Plated Alloy Necklace,750,475
3878,968a2b3be84193e3f755c2fe71033a2c,Sovam International Krishna With Cow Idol Showpiece  -  6 cm,2896,1240,Sovam International Krishna With Cow Idol Showpiece  -  6 cm,2880,1372
3880,4fdbfefac8a6fdcf3499161dc5fc3d78,Allure Auto CM 456 Car Mat Honda Accord,2800,920,Allure Auto CM 456 Car Mat Honda Accord,2783,1055
3881,21421db7dee4023ac04bff3dccc6e6c4,Vinayak Antique Rope Alloy Necklace,695,380,Vinayak Antique Rope Alloy Necklace,688,466
3883,37edc7bb8fb8847d714a2f11b3f83c37,Aaishwarya Stylish Multi Bead Meena Crystal Alloy Necklace,2100,799,Aaishwarya Stylish Multi Bead Meena Crystal Alloy Necklace,2084,904
3885,1cfec6fe4b4f189a9eba320ca6ece8f9,Allure Auto CM 561 Car Mat Toyota Qualis,2800,920,Allure Auto CM 561 Car Mat Toyota Qualis,2796,1044
3886,4063b0893680222badebd97dc3547c4d,Allure Auto CM 430 Car Mat Chevrolet Cruze,2800,920,Allure Auto CM 430 Car Mat Chevrolet Cruze,2799,1132
3890,b1327d9de2dffb8debb2126d27798044,Sunvi Rajasthani Stonework Mobile Stand Showpiece  -  11 cm,999,499,Sunvi Rajasthani Stonework Mobile Stand Showpiece  -  11 cm,996,638
3894,d764cdac5153515c7631dd705a3834bc,Aaishwarya Brown Delight Alloy Necklace,1449,539,Aaishwarya Brown Delight Alloy Necklace,1441,656
3895,58eba4326298eaa1d5a591b515e58dfe,VR Designers Metal Necklace,800,200,VR Designers Metal Necklace,784,226
3897,96de3ee0f50dbc4be0fb9bdc8240fd4c,Vastradi White & Golden Beads Brass Necklace,2495,499,Vastradi White & Golden Beads Brass Necklace,2489,633
3898,3c1f6fbdb45ff5cfac571dcd0aaba085,Trove Bone Necklace,750,359,Trove Bone Necklace,733,451
3901,5d99946d2ddd5c880c582a765198fa37,"UpTown Metal, Alloy Necklace",660,430,"UpTown Metal, Alloy Necklace",642,480
3902,6785754a2e0f4e2a02c528a7c615ee45,Allure Auto CM 573 Car Mat Chevrolet Enjoy,2450,920,Allure Auto CM 573 Car Mat Chevrolet Enjoy,2441,1054
3903,c9e5b00fabfbfe6408edb4f1557c0afe,A M International Alloy Necklace,1499,555,A M International Alloy Necklace,1490,689
3904,a48137ec27425550c4f698eb3a23e501,VR Designers Glass Necklace,400,150,VR Designers Glass Necklace,387,173
3905,6157743e084b33c7e411167ed19af900,Malhar U-Shell Hook Single Copper Showpiece  -  6 cm,350,192,Malhar U-Shell Hook Single Copper Showpiece  -  6 cm,340,230
3906,1d2117f1c207fb24f8eb328583f9f059,"UpTown Metal, Alloy Necklace",450,230,"UpTown Metal, Alloy Necklace",432,289
3910,7ed29a5c6cb3ea7a9b4e037f75a96337,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",580,230,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",569,257
3912,1853b3073179cf31b8fe8dff7ec080d0,Zovon Plastic Necklace,624,249,Zovon Plastic Necklace,610,301
3916,d8fbf84ba8275b0fdd15372ecd014507,Hommate Wheel Pizza Cutter,499,299,Hommate Wheel Pizza Cutter,479,373
3917,c74bab489fa567e54a0f266451dfaaa5,Addons Alloy Necklace,1999,900,Addons Alloy Necklace,1990,999
3919,56ce3a8183a17662a9a77c3791c9a2a3,Ruchiworld Rajasthani Elephant Door Hanging -213 Showpiece  -  5 cm,810,450,Ruchiworld Rajasthani Elephant Door Hanging -213 Showpiece  -  5 cm,809,584
3920,b672c03a9d9c47780bbdee1f0f970641,Marwal White Metal Swan Holder Showpiece  -  15.24 cm,1599,799,Marwal White Metal Swan Holder Showpiece  -  15.24 cm,1598,929
3925,f79148df1e33541a99a82237f834e0bc,Aaishwarya Crystal Alloy Necklace,1675,799,Aaishwarya Crystal Alloy Necklace,1668,899
3927,d21cef4bcee6193f8ff4512327e6266f,UpTown Acrylic Necklace,550,300,UpTown Acrylic Necklace,531,374
3931,2651ce57d03441a20ac1663ce5423a72,"Voylla Alloy, Metal Necklace",510,320,"Voylla Alloy, Metal Necklace",499,365
3934,14401f510fada27b3a788b1b73d06726,Aahana Creations Aahana Collections Necklace Chain Yellow Gold Plated Alloy Necklace,1200,600,Aahana Creations Aahana Collections Necklace Chain Yellow Gold Plated Alloy Necklace,1180,769
3935,15f5c1c3ff28aa28b641a91c3ca78c5e,Sovam International Marble Elephant Pair Showpiece  -  5 cm,1586,699,Sovam International Marble Elephant Pair Showpiece  -  5 cm,1571,827
3937,530ab019a62704db8c054ce8fdaede26,Womens Trendz Alloy Necklace,2100,475,Womens Trendz Alloy Necklace,2084,602
3939,11b14bd8e8275ec5ef465f25676be999,Voylla Artificial Classic Textured Alloy Necklace,319,189,Voylla Artificial Classic Textured Alloy Necklace,318,215
3943,e8053c3d72309175b3cddec147dbb5c8,Womens Trendz Kolhapuri Saaj Thushi Crystal Yellow Gold Plated Alloy Necklace,1980,445,Womens Trendz Kolhapuri Saaj Thushi Crystal Yellow Gold Plated Alloy Necklace,1968,507
3944,27b3d28ac073539ed1fc407bdbc49a05,VR Designers Glass Necklace,400,140,VR Designers Glass Necklace,390,174
3946,721b619c3e7d986f800d680c99e306d2,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",580,230,"Vinnis Pretty Please Metal, Acrylic, Alloy Necklace",578,264
3948,c702d74dad5e4fdc773ac01ed06ef2ae,"Ndura Kadhai 1 L, 1.5 L",1799,1079,"Ndura Kadhai 1 L, 1.5 L",1787,1383
3949,57e0421dc1a19adac29e84d989f065f4,Voylla Crystal Silver Plated Alloy Necklace,349,199,Voylla Crystal Silver Plated Alloy Necklace,335,237
3951,a566fb6f8dad7567c58f7d2e59f52378,Atc FlyS2,999,388,Atc FlyS2,989,435
3953,e0e81150ce1e051ca6cd0264ac56a30d,Ada Jewel Alloy Necklace,1298,519,Ada Jewel Alloy Necklace,1287,597
3954,bf164f929bec6ad640d64f0199c86d87,Atc Fly 01,899,236,Atc Fly 01,897,280
3955,e36462c4851233336fd94f455ac19dfa,Voylla Silver Plated Alloy Necklace,319,171,Voylla Silver Plated Alloy Necklace,300,192
3958,6f0ce1baa958b33f7a8b7f762abc4d17,Pindia Showpiece  -  17.7 cm,1475,983,Pindia Showpiece  -  17.7 cm,1474,1177
3961,20aa7747f57dc6ef66fdf10cf5e34ca0,Zakaah Jewels Sterling Silver Plated Stone Necklace,999,499,Zakaah Jewels Sterling Silver Plated Stone Necklace,982,604
3962,5e7b890d55412eb8eb48df6eaa2637b9,Vizio Car Mobile Stand/Holder,799,390,Vizio Car Mobile Stand/Holder,795,454
3964,a4dab13bb15b7bda15c08a183f543f09,"Voylla Metal, Alloy Necklace",489,245,"Voylla Metal, Alloy Necklace",481,299
3969,4fe0ffa806e79dd0bc6cc3e90d81a9be,Voylla Artifictial Classic Oxidised Cotton Dori Necklace,469,320,Voylla Artifictial Classic Oxidised Cotton Dori Necklace,466,365
3970,8597d48562e7b0e5c039d3eb93400bfc,Allure Auto CM 396 Car Mat Tata Indica,2800,920,Allure Auto CM 396 Car Mat Tata Indica,2787,1178
3972,36625f6747806da6c8d4cc9262ce8e21,VR Designers Glass Necklace,300,140,VR Designers Glass Necklace,281,165
3974,e1e133cbe616bee3b3e9e6f4f0882e3d,Celebrity Wheel Pizza Cutter,699,199,Celebrity Wheel Pizza Cutter,687,231
3978,16ffd89bebe67f1eeac3a2d9e2873c50,Aeoss Portable Car Air Vent Mount For Mobiles Phones Black,499,224,Aeoss Portable Car Air Vent Mount For Mobiles Phones Black,484,255
3980,a61f80ec13f6901eeac674084804236e,"Jiya Silk Self Design, Embroidered Blouse Material",1699,649,"Jiya Silk Self Design, Embroidered Blouse Material",1683,802
3981,cf2ba696547459733c6bbfad4e3bcf62,Unique Design Mobile Stand Showpiece  -  15 cm,999,350,Unique Design Mobile Stand Showpiece  -  15 cm,980,436
3982,ea15eaba73e7c2e0e240e5baa844d1c1,Wow Acrylic Necklace,399,193,Wow Acrylic Necklace,388,248
3986,0d837f08e084391150c0342971484d7e,Allure Auto CM 575 Car Mat Chevrolet Sail,2450,920,Allure Auto CM 575 Car Mat Chevrolet Sail,2444,1087
3988,9191b14cd0f584cd85ee4b0fb7739ff8,"Khoobee Silk Self Design, Embroidered Blouse Material",2699,1049,"Khoobee Silk Self Design, Embroidered Blouse Material",2682,1296
3990,eda29fde3f7a01aafa4db7c6fc354304,Udhayam Glass Necklace,500,279,Udhayam Glass Necklace,484,355
3992,14666e7e32e32d1bb84d97f0f74747af,Indian House Georgette Solid Blouse Material,666,299,Indian House Georgette Solid Blouse Material,658,361
3997,a951bf0ab645a4bf915ef916d107d1ac,Ratash.Com SW_3133_3 Showpiece  -  18 cm,655,399,Ratash.Com SW_3133_3 Showpiece  -  18 cm,649,512
3999,d9fc3a1d444c247239fe88993a64ea8c,Parisha Silk Embroidered Blouse Material,2549,929,Parisha Silk Embroidered Blouse Material,2529,1148
4000,ef858e0f26ce68648b51e5db409dc773,Adorelabel Ileana Long Glass Necklace,1704,511,Adorelabel Ileana Long Glass Necklace,1694,637
4001,c77e476576ee8f549d3e212991dab715,Amaze Mobile Car Phone Holder for Lenovo RocStar A319,599,249,Amaze Mobile Car Phone Holder for Lenovo RocStar A319,579,310
4003,fd93ebe1f848875c57e032360d48cc5f,Smiledrive Car Rear View Mirror Phone Hanger - Multi-Purpose Stand,599,299,Smiledrive Car Rear View Mirror Phone Hanger - Multi-Purpose Stand,581,361
4006,3ba1914dd548ec7e7e3bf7f8d7c232cf,Retina Steering Mobile Holder,399,145,Retina Steering Mobile Holder,396,179
4007,feb87186dab7c1002ae8f8ec76c589b3,Voylla Silver Necklace,800,379,Voylla Silver Necklace,791,488
4009,e998e3136704582e9ab3e8c62964e5b4,Wowww Metal Necklace,1200,499,Wowww Metal Necklace,1182,555
4011,3087a7157490c88f7fcb31849534aa4d,Vibrandz Grab Smart Phone Holder - MLVC-04,774,410,Vibrandz Grab Smart Phone Holder - MLVC-04,757,457
4012,0262a7e062af5709eed9c20506aba5cf,Voylla Artificial Classic Plain Yellow Gold Plated Alloy Necklace,469,299,Voylla Artificial Classic Plain Yellow Gold Plated Alloy Necklace,451,338
4014,545b2abb3783948bbaeea3feaf9df6fc,Voylla Artificial Beaded Plain Silver Plated Alloy Necklace,999,454,Voylla Artificial Beaded Plain Silver Plated Alloy Necklace,995,506
4018,aa4ffbcdac6ea45921b1f92f823a226b,Ndura Tawa 28 cm diameter,795,469,Ndura Tawa 28 cm diameter,783,527
4021,c67996e048444c5375c6967cc542d17a,Seema's Craft Creation Shubh - Laabh: Ganesha Showpiece  -  15 cm,999,599,Seema's Craft Creation Shubh - Laabh: Ganesha Showpiece  -  15 cm,980,675
4022,1cf3397c5e5e6ad566486ac2981194ef,Aaradhi Turquoise Stone Necklace,2000,999,Aaradhi Turquoise Stone Necklace,1985,1231
4024,88d1ce9f5f1787235a6b8e84fa267e11,Urdiva Fashions Crystal Necklace,499,150,Urdiva Fashions Crystal Necklace,488,178
4025,20cc73925e815dbe7884d5c77b4191e7,Vastradi 3 Layer Brass Necklace,2495,499,Vastradi 3 Layer Brass Necklace,2488,552
4026,09cb891902d019bad6b14039bc142cdc,Tosiba Kadhai 500 ML,500,310,Tosiba Kadhai 500 ML,490,391
4028,7dc5039c3d4750103c4b8a435ea897eb,"Vinnis Bella Plastic, Acrylic Necklace",650,260,"Vinnis Bella Plastic, Acrylic Necklace",642,288
4030,0992a3ca36b5f5ff6dfc0b6abcd211f0,Bunny Sarees Cotton Embroidered Blouse Material,666,299,Bunny Sarees Cotton Embroidered Blouse Material,661,363
4031,caba212c8823ac57d587885c74540726,Twella Creations Twella Magic Metal Necklace,700,155,Twella Creations Twella Magic Metal Necklace,691,192
4032,3cf34c0e85f721a88ff09746038be92e,Voylla Silver Plated Alloy Necklace,889,399,Voylla Silver Plated Alloy Necklace,877,489
4033,e4367f8eca219ffdf1b874c2d5b90175,Shopatplaces Solid Women's Muffler,1049,629,Shopatplaces Solid Women's Muffler,1044,709
4035,5a36a0cfda2d758cfd17b7fad8e8fcb3,Aahana Creations Cubic Zirconia Yellow Gold Plated Alloy Necklace,1400,700,Aahana Creations Cubic Zirconia Yellow Gold Plated Alloy Necklace,1398,850
4038,0204bf8c15efc335002347d34fe7fa50,Ona'S Rajasthani Puppet Showpiece  -  80 cm,1500,799,Ona'S Rajasthani Puppet Showpiece  -  80 cm,1484,977
4039,1357e9d24661c3b5797aa1016e0c3be1,Recon SuperChef Kadhai,1100,715,Recon SuperChef Kadhai,1094,793
4040,3b3c69fa1013c5bedf453bfb3fa67daa,Allure Auto CM 469 Car Mat Hyundai Fluidic Verna,2800,920,Allure Auto CM 469 Car Mat Hyundai Fluidic Verna,2784,1129
4041,071efda7b969fad2e84b9a0f3ef72a9c,"Vinnis Style Diva Metal, Acrylic, Alloy Necklace",650,450,"Vinnis Style Diva Metal, Acrylic, Alloy Necklace",649,510
4044,ed3313a64ca599c4d3434e810031af91,Vaishali Bindi and Bangles Ceramic Necklace,800,240,Vaishali Bindi and Bangles Ceramic Necklace,795,268
4047,99961bc3557549282547d7505249bc45,Aaishwarya Crystal Alloy Necklace,1399,699,Aaishwarya Crystal Alloy Necklace,1379,886
4051,d5430dde00564c7e27de2328b5f09244,Allure Auto CM 622 Car Mat Hyundai Xcent,2450,920,Allure Auto CM 622 Car Mat Hyundai Xcent,2438,1120
4053,08affa8607f097dffd70717bb543f585,Fashiondeal Jacquard Checkered Blouse Material,666,299,Fashiondeal Jacquard Checkered Blouse Material,658,362
4054,71e3db8e584474d2589f814bdec47bbc,Indian House Jacquard Self Design Blouse Material,666,299,Indian House Jacquard Self Design Blouse Material,649,343
4055,aab3a632a14d02d061fb4d3c59d74e84,Ambitione Car Holder,599,175,Ambitione Car Holder,579,198
4057,4d9490017eac98fb9cef517132fe4d3f,"Ndura Kadhai 1.7 L, 2 L",1881,1170,"Ndura Kadhai 1.7 L, 2 L",1873,1495
4058,fd08a0ea6aac9a4b0d5705e38da8daf4,Voylla Alloy Necklace,610,303,Voylla Alloy Necklace,595,366
4059,50e587050947c53ed54c241d65a233c9,Wow Acrylic Necklace,299,199,Wow Acrylic Necklace,289,222
4060,db3c0aaf957d1110d59b436696710d3f,"Voylla Metal, Alloy Necklace",999,478,"Voylla Metal, Alloy Necklace",983,559
4061,b4522ef23b31f93fb5235271533fa66e,Gaoyitech Car Airvent Mount,999,399,Gaoyitech Car Airvent Mount,982,475
4065,f6215c1da7ac9dc8e6edfd921b89306a,A M International Alloy Necklace,1450,510,A M International Alloy Necklace,1447,638
4067,799ddb97164ff2d5d53bb8b27b8c355f,"Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L",1885,750,"Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L",1877,847
4068,6d5fc2ab6181a0d6fbb9be7c244b9b8b,Fashiondeal Silk Embroidered Blouse Material,666,299,Fashiondeal Silk Embroidered Blouse Material,658,387
4069,5993cb4728238f43bc72b9c400d24a3f,Awesome Silk Embroidered Blouse Material,1499,699,Awesome Silk Embroidered Blouse Material,1491,876
4073,607dc41467008ee7a8dba0276f180f63,Suruchi Kadhai 4.5 L,2145,965,Suruchi Kadhai 4.5 L,2144,1199
4074,f8ac02e152b35eb0c4da8dec16fac60e,"Voylla Metal, Alloy Necklace",630,352,"Voylla Metal, Alloy Necklace",623,427
4076,3592f1edb5c0461b2d1a5884fc524b51,Adimani Calrusz Scarf Fabric Necklace,3000,549,Adimani Calrusz Scarf Fabric Necklace,2997,674
4077,202866c259159b7024e8fecc5105b715,Volaliva Metal Choker,1000,399,Volaliva Metal Choker,985,509
4081,a7ed97de293ad4d59626f4d53a21432a,Twella Creations Twella Magic Metal Necklace,900,245,Twella Creations Twella Magic Metal Necklace,897,297
4084,aa50153c19532bccde34291d9e9549d4,Wow Acrylic Necklace,399,193,Wow Acrylic Necklace,388,226
4086,64c777196a007b53829a1bb995420549,Fashiondeal Cotton Embroidered Blouse Material,666,299,Fashiondeal Cotton Embroidered Blouse Material,652,343
4087,c43b4a8132b9fa74e9f517500d7574d6,ruchiworld rucoo27 Showpiece  -  5 cm,1599,650,ruchiworld rucoo27 Showpiece  -  5 cm,1579,725
4088,a613073c6be622fdf21c37cf4d2eb5c9,"VR Designers Acrylic, Metal Necklace",800,240,"VR Designers Acrylic, Metal Necklace",796,302
4090,dc3aa7bb97e5918809ee900a54b77cee,Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,599,399,Sygtech Windshield Car Cradle Mount Phone Holder For Samsung S5,586,459
4091,811f309470254657ba2555d493db3432,Veinice Alloy Necklace,999,399,Veinice Alloy Necklace,992,477
4095,fec1001c82e3de8c001b9d4a10fad6e1,"VR Designers Metal, Bone Necklace",1000,275,"VR Designers Metal, Bone Necklace",981,304
4096,f26639e6da0765f687caba1428d74a3b,Allure Auto CM 578 Car Mat Chevrolet Tavera,2450,920,Allure Auto CM 578 Car Mat Chevrolet Tavera,2448,1150
4098,bc9bfefe12062a35c28d881af495ef20,Allure Auto CM 679 Car Mat Tata Grand Dicor,2450,920,Allure Auto CM 679 Car Mat Tata Grand Dicor,2430,1193
4103,77283c93d6d3594c7647a5329693975a,Neopack Universal Screen Mount,799,499,Neopack Universal Screen Mount,795,609
4104,3abc3c9bbd91ecf7f6a42bb90665d23c,VR Designers Glass Necklace,400,150,VR Designers Glass Necklace,389,185
4106,83aee68e06d0b6b4635de1cc2001786c,Fashiondeal Jacquard Self Design Blouse Material,666,299,Fashiondeal Jacquard Self Design Blouse Material,646,337
4107,5e531b2718fd9b05f124e89d4a4dc4c5,Volaliva Metal Choker,750,399,Volaliva Metal Choker,745,444
4108,26faa35ceea6e81e8c9dbb40e3fb2ca3,Zakaah Jewels Sterling Silver Plated Stone Necklace,999,499,Zakaah Jewels Sterling Silver Plated Stone Necklace,993,569
4110,74b4f468daf48cd61c83704aa1957ae6,Fashiondeal Cotton Embroidered Blouse Material,666,299,Fashiondeal Cotton Embroidered Blouse Material,663,368
4111,92578366d56060dfd9b571f5849a827e,"Voylla Metal, Alloy Necklace",409,214,"Voylla Metal, Alloy Necklace",394,275
4113,35ac5c8b9043be207b42010ea2232105,Allure Auto CM 546 Car Mat Tata Sumo,2800,920,Allure Auto CM 546 Car Mat Tata Sumo,2796,1194
4117,6f9a2fad25729624f72b3274dcf8b46f,Shoppingtara Amabari Marble Plate Showpiece  -  7 cm,1650,949,Shoppingtara Amabari Marble Plate Showpiece  -  7 cm,1632,1107
4118,3136491b4045ca419e2b458c9c85944b,Allure Auto CM 699 Car Mat Toyota Etios Cross,2450,920,Allure Auto CM 699 Car Mat Toyota Etios Cross,2444,1119
4120,ae080d5435013c59461381982c2c7bf2,Allure Auto CM 307 Car Mat Ford Fiesta,2800,920,Allure Auto CM 307 Car Mat Ford Fiesta,2789,1078
4123,d0609f545a0280f4306d4d386eec980a,Allure Auto CM 586 Car Mat Fiat Palio,2450,920,Allure Auto CM 586 Car Mat Fiat Palio,2443,1087
4124,93185ac307f47164e37e7f149853ed4b,Vaishali Bindi and Bangles Ceramic Necklace,1100,330,Vaishali Bindi and Bangles Ceramic Necklace,1097,399
4125,e08906dade2d52251aafd5b59f4b3e85,Zaicus Beads Collar Necklaces Statement Alloy Necklace,699,299,Zaicus Beads Collar Necklaces Statement Alloy Necklace,684,352
4126,bfe2f0c79c612b347d3ee4048d4ba219,Vtc Thumb Up Mobile Stand (Pink),499,89,Vtc Thumb Up Mobile Stand (Pink),479,107
4128,0518961fe957f78bf46bf2cf6c51e1cd,Volaliva Metal Choker,500,300,Volaliva Metal Choker,493,381
4130,150252c2d4b59008ce29e635f09a1d1a,Easy Hi-five Hand Shape Universal mobile holder,599,199,Easy Hi-five Hand Shape Universal mobile holder,586,232
4132,ec0d1f710249079fb57a9aceb2e54dc8,Indian House Jacquard Checkered Blouse Material,666,299,Indian House Jacquard Checkered Blouse Material,659,335
4133,aafd095bceeca65818984a45e146cf6e,Awesome Silk Embroidered Blouse Material,1499,699,Awesome Silk Embroidered Blouse Material,1492,780
4135,19dd152ddd4405075b858e4e818fa2d2,Aaradhi Divya Mantra Green Aventurine Gemstone Positive Energy Stone Necklace,1800,699,Aaradhi Divya Mantra Green Aventurine Gemstone Positive Energy Stone Necklace,1790,849
4137,fd57d900ac15ed99a9396e4c7cab2091,Ugam Chiffon Self Design Blouse Material,299,98,Ugam Chiffon Self Design Blouse Material,289,125
4138,044e050018ec3a254b99fdd9f84e69b3,"Youshine Metal, Stone Necklace",995,498,"Youshine Metal, Stone Necklace",979,626
4139,2f05f2bd12fde9703100315a30999354,Indian House Cotton Embroidered Blouse Material,666,299,Indian House Cotton Embroidered Blouse Material,659,383
4140,db770e8328e60a794738b0e222199e25,Ziveg Alloy Necklace,840,499,Ziveg Alloy Necklace,825,611
4141,d294b00a2fc996037e2ff0c163a75a7a,Orange Jeans Club Cotton Embroidered Blouse Material,1999,899,Orange Jeans Club Cotton Embroidered Blouse Material,1987,1053
4142,3179ca55c76aa14cc7595082ea01acb9,Zaisch Metal Necklace,524,262,Zaisch Metal Necklace,519,296
4143,73dd31632f9fbdf2f6c2ed8d3c4463f7,Zakaah Jewels Sterling Silver Plated Stone Necklace,999,499,Zakaah Jewels Sterling Silver Plated Stone Necklace,995,619
4144,b8c3711aaef676cba36bae357fb8066d,Voylla Yellow Gold Plated Alloy Necklace,889,359,Voylla Yellow Gold Plated Alloy Necklace,870,449
4145,869b8fa16128fa339732b372d269e090,VR Designers Glass Necklace,400,150,VR Designers Glass Necklace,390,172
